date,Bz,By,ief
2011-04-12 15:06:00,-8.02,-8.02,
2011-04-12 15:07:00,-7.93,-7.93,4.28
2011-04-12 15:08:00,-2.87,-2.87,1.55
2011-04-12 15:09:00,-7.64,-7.64,4.13
2011-04-12 15:10:00,-7.47,-7.47,
2011-04-12 15:11:00,-7.45,-7.45,
2011-04-12 15:12:00,-7.59,-7.59,
2011-04-12 15:13:00,-7.58,-7.58,
2011-04-12 15:14:00,-7.68,-7.68,
2011-04-12 15:15:00,-7.52,-7.52,3.98
2011-04-12 15:16:00,-7.84,-7.84,4.15
2011-04-12 15:17:00,-8.22,-8.22,4.35
2011-04-12 15:18:00,-8.28,-8.28,
2011-04-12 15:19:00,-7.56,-7.56,
2011-04-12 15:20:00,-6.19,-6.19,3.34
2011-04-12 15:21:00,-6.53,-6.53,3.53
2011-04-12 15:22:00,-5.14,-5.14,2.79
2011-04-12 15:23:00,-2.43,-2.43,1.31
2011-04-12 15:24:00,-0.71,-0.71,0.38
2011-04-12 15:25:00,2.54,2.54,
2011-04-12 15:26:00,2.24,2.24,-1.19
2011-04-12 15:27:00,2.15,2.15,-1.14
2011-04-12 15:28:00,2.45,2.45,-1.3
2011-04-12 15:29:00,4.74,4.74,-2.57
2011-04-12 15:30:00,2.33,2.33,-1.42
2011-04-12 15:31:00,1.37,1.37,-0.73
2011-04-12 15:32:00,0.97,0.97,-0.52
2011-04-12 15:33:00,2.15,2.15,
2011-04-12 15:34:00,2.48,2.48,-1.33
2011-04-12 15:35:00,4.21,4.21,-2.26
2011-04-12 15:36:00,5.66,5.66,-3.27
2011-04-12 15:37:00,6.28,6.28,-3.65
2011-04-12 15:38:00,5.7,5.7,-3.27
2011-04-12 15:39:00,2.76,2.76,-1.6
2011-04-12 15:40:00,1.57,1.57,-0.91
2011-04-12 15:41:00,4.46,4.46,-2.72
2011-04-12 15:42:00,1.09,1.09,-0.66
2011-04-12 15:43:00,-0.38,-0.38,
2011-04-12 15:44:00,-1.89,-1.89,
2011-04-12 15:45:00,3.49,3.49,-2.09
2011-04-12 15:46:00,5.77,5.77,-3.46
2011-04-12 15:47:00,6.02,6.02,-3.61
2011-04-12 15:48:00,5.99,5.99,
2011-04-12 15:49:00,6.18,6.18,-3.69
2011-04-12 15:50:00,5.93,5.93,-3.54
2011-04-12 15:51:00,5.17,5.17,-3.03
2011-04-12 15:52:00,4.1,4.1,-2.4
2011-04-12 15:53:00,3.23,3.23,-1.87
2011-04-12 15:54:00,3.2,3.2,-1.85
2011-04-12 15:55:00,4.01,4.01,-2.31
2011-04-12 15:56:00,1.45,1.45,-0.83
2011-04-12 15:57:00,0.55,0.55,-0.32
2011-04-12 15:58:00,-1.61,-1.61,
2011-04-12 15:59:00,-4.46,-4.46,2.53
2011-04-12 16:00:00,-3.76,-3.76,2.13
2011-04-12 16:01:00,-2.34,-2.34,
2011-04-12 16:02:00,-2.09,-2.09,
2011-04-12 16:03:00,-1.26,-1.26,0.71
2011-04-12 16:04:00,2.21,2.21,-1.25
2011-04-12 16:05:00,2.63,2.63,-1.51
2011-04-12 16:06:00,2.7,2.7,-1.54
2011-04-12 16:07:00,3.58,3.58,-2.04
2011-04-12 16:08:00,2.51,2.51,-1.42
2011-04-12 16:09:00,-0.02,-0.02,0.01
2011-04-12 16:10:00,-1.47,-1.47,0.85
2011-04-12 16:11:00,-1.63,-1.63,0.93
2011-04-12 16:12:00,-1.25,-1.25,0.71
2011-04-12 16:13:00,-0.91,-0.91,0.53
2011-04-12 16:14:00,1.15,1.15,-0.66
2011-04-12 16:15:00,-1.1,-1.1,0.63
2011-04-12 16:16:00,1.08,1.08,-0.66
2011-04-12 16:17:00,0.68,0.68,-0.42
2011-04-12 16:18:00,0.96,0.96,-0.53
2011-04-12 16:19:00,2.05,2.05,-1.16
2011-04-12 16:20:00,-0.28,-0.28,0.16
2011-04-12 16:21:00,-1.58,-1.58,0.92
2011-04-12 16:22:00,-1.4,-1.4,0.82
2011-04-12 16:23:00,-2.24,-2.24,1.32
2011-04-12 16:24:00,-1.74,-1.74,1.02
2011-04-12 16:25:00,-1.89,-1.89,1.11
2011-04-12 16:26:00,-0.76,-0.76,0.45
2011-04-12 16:27:00,-0.19,-0.19,0.11
2011-04-12 16:28:00,-0.83,-0.83,0.49
2011-04-12 16:29:00,-1.06,-1.06,0.63
2011-04-12 16:30:00,1.77,1.77,-1.05
2011-04-12 16:31:00,1.19,1.19,-0.71
2011-04-12 16:32:00,3.34,3.34,-1.97
2011-04-12 16:33:00,4.14,4.14,-2.44
2011-04-12 16:34:00,4.12,4.12,-2.43
2011-04-12 16:35:00,3.93,3.93,
2011-04-12 16:36:00,3.01,3.01,-1.76
2011-04-12 16:37:00,4.25,4.25,-2.49
2011-04-12 16:38:00,4.07,4.07,
2011-04-12 16:39:00,3.66,3.66,-2.14
2011-04-12 16:40:00,4.12,4.12,-2.4
2011-04-12 16:41:00,4.55,4.55,-2.65
2011-04-12 16:42:00,4.33,4.33,-2.55
2011-04-12 16:43:00,4.67,4.67,-2.75
2011-04-12 16:44:00,4.37,4.37,-2.57
2011-04-12 16:45:00,3.92,3.92,-2.31
2011-04-12 16:46:00,5.05,5.05,-2.97
2011-04-12 16:47:00,5.03,5.03,-2.89
2011-04-12 16:48:00,5.33,5.33,-3.06
2011-04-12 16:49:00,5.66,5.66,-3.25
2011-04-12 16:50:00,6.07,6.07,
2011-04-12 16:51:00,4.52,4.52,
2011-04-12 16:52:00,4.19,4.19,-2.48
2011-04-12 16:53:00,3.77,3.77,-2.21
2011-04-12 16:54:00,5.54,5.54,-3.28
2011-04-12 16:55:00,5.16,5.16,-3.09
2011-04-12 16:56:00,4.27,4.27,-2.57
2011-04-12 16:57:00,4.23,4.23,-2.56
2011-04-12 16:58:00,5.49,5.49,-3.34
2011-04-12 16:59:00,6.0,6.0,-3.55
2011-04-12 17:00:00,6.23,6.23,-3.69
2011-04-12 17:01:00,6.18,6.18,-3.66
2011-04-12 17:02:00,6.07,6.07,-3.59
2011-04-12 17:03:00,4.34,4.34,-2.59
2011-04-12 17:04:00,5.63,5.63,-3.37
2011-04-12 17:05:00,5.34,5.34,-3.21
2011-04-12 17:06:00,5.63,5.63,-3.37
2011-04-12 17:07:00,5.18,5.18,-3.14
2011-04-12 17:08:00,5.77,5.77,
2011-04-12 17:09:00,5.95,5.95,
2011-04-12 17:10:00,5.33,5.33,-3.15
2011-04-12 17:11:00,5.32,5.32,-3.15
2011-04-12 17:12:00,5.76,5.76,-3.39
2011-04-12 17:13:00,5.21,5.21,-3.07
2011-04-12 17:14:00,5.32,5.32,-3.2
2011-04-12 17:15:00,4.71,4.71,-2.85
2011-04-12 17:16:00,4.63,4.63,-2.74
2011-04-12 17:17:00,5.3,5.3,
2011-04-12 17:18:00,3.12,3.12,
2011-04-12 17:19:00,4.1,4.1,-2.43
2011-04-12 17:20:00,2.48,2.48,-1.47
2011-04-12 17:21:00,2.88,2.88,-1.71
2011-04-12 17:22:00,4.65,4.65,-2.75
2011-04-12 17:23:00,2.95,2.95,-1.74
2011-04-12 17:24:00,2.53,2.53,
2011-04-12 17:25:00,6.93,6.93,
2011-04-12 17:26:00,6.74,6.74,-3.93
2011-04-12 17:27:00,6.84,6.84,-4.0
2011-04-12 17:28:00,6.28,6.28,-3.7
2011-04-12 17:29:00,5.58,5.58,-3.26
2011-04-12 17:30:00,5.91,5.91,-3.46
2011-04-12 17:31:00,5.83,5.83,-3.43
2011-04-12 17:32:00,4.25,4.25,-2.5
2011-04-12 17:33:00,4.66,4.66,-2.73
2011-04-12 17:34:00,3.72,3.72,-2.18
2011-04-12 17:35:00,2.94,2.94,-1.75
2011-04-12 17:36:00,3.23,3.23,-1.92
2011-04-12 17:37:00,3.39,3.39,-1.99
2011-04-12 17:38:00,3.86,3.86,-2.29
2011-04-12 17:39:00,3.1,3.1,-1.85
2011-04-12 17:40:00,4.15,4.15,-2.5
2011-04-12 17:41:00,3.61,3.61,-2.17
2011-04-12 17:42:00,2.94,2.94,-1.76
2011-04-12 17:43:00,3.57,3.57,
2011-04-12 17:44:00,4.33,4.33,-2.49
2011-04-12 17:45:00,3.92,3.92,-2.25
2011-04-12 17:46:00,3.8,3.8,-2.18
2011-04-12 17:47:00,2.89,2.89,-1.67
2011-04-12 17:48:00,3.29,3.29,-1.9
2011-04-12 17:49:00,3.42,3.42,-1.98
2011-04-12 17:50:00,3.23,3.23,-1.87
2011-04-12 17:51:00,3.21,3.21,-1.86
2011-04-12 17:52:00,3.51,3.51,
2011-04-12 17:53:00,4.5,4.5,-2.56
2011-04-12 17:54:00,4.49,4.49,-2.55
2011-04-12 17:55:00,4.23,4.23,
2011-04-12 17:56:00,3.77,3.77,
2011-04-12 17:57:00,3.3,3.3,
2011-04-12 17:58:00,3.76,3.76,-2.16
2011-04-12 17:59:00,2.88,2.88,-1.65
2011-04-12 18:00:00,2.74,2.74,-1.58
2011-04-12 18:01:00,3.96,3.96,-2.28
2011-04-12 18:02:00,3.68,3.68,-2.11
2011-04-12 18:03:00,3.52,3.52,-2.02
2011-04-12 18:04:00,3.57,3.57,-2.04
2011-04-12 18:05:00,3.92,3.92,-2.24
2011-04-12 18:06:00,3.81,3.81,
2011-04-12 18:07:00,4.46,4.46,
2011-04-12 18:08:00,4.69,4.69,
2011-04-12 18:09:00,2.68,2.68,-1.54
2011-04-12 18:10:00,,,
2011-04-12 18:11:00,3.92,3.92,
2011-04-12 18:12:00,4.86,4.86,-2.83
2011-04-12 18:13:00,4.77,4.77,-2.78
2011-04-12 18:14:00,5.16,5.16,-3.0
2011-04-12 18:15:00,5.26,5.26,-3.02
2011-04-12 18:16:00,4.99,4.99,-2.89
2011-04-12 18:17:00,,,
2011-04-12 18:18:00,,,
2011-04-12 18:19:00,,,
2011-04-12 18:20:00,3.93,3.93,
2011-04-12 18:21:00,4.0,4.0,
2011-04-12 18:22:00,4.13,4.13,
2011-04-12 18:23:00,4.01,4.01,
2011-04-12 18:24:00,2.56,2.56,-1.44
2011-04-12 18:25:00,3.48,3.48,-1.96
2011-04-12 18:26:00,3.95,3.95,-2.22
2011-04-12 18:27:00,4.75,4.75,-2.73
2011-04-12 18:28:00,4.03,4.03,-2.31
2011-04-12 18:29:00,4.55,4.55,-2.61
2011-04-12 18:30:00,4.56,4.56,-2.6
2011-04-12 18:31:00,3.34,3.34,-1.9
2011-04-12 18:32:00,1.07,1.07,-0.61
2011-04-12 18:33:00,2.14,2.14,-1.24
2011-04-12 18:34:00,2.63,2.63,-1.52
2011-04-12 18:35:00,2.79,2.79,-1.61
2011-04-12 18:36:00,2.76,2.76,-1.6
2011-04-12 18:37:00,3.74,3.74,-2.17
2011-04-12 18:38:00,3.92,3.92,-2.27
2011-04-12 18:39:00,3.6,3.6,-2.1
2011-04-12 18:40:00,0.45,0.45,-0.25
2011-04-12 18:41:00,2.67,2.67,-1.48
2011-04-12 18:42:00,2.4,2.4,-1.42
2011-04-12 18:43:00,2.48,2.48,-1.46
2011-04-12 18:44:00,3.04,3.04,-1.7
2011-04-12 18:45:00,3.82,3.82,-2.15
2011-04-12 18:46:00,3.97,3.97,-2.36
2011-04-12 18:47:00,3.53,3.53,-2.09
2011-04-12 18:48:00,3.64,3.64,
2011-04-12 18:49:00,4.22,4.22,
2011-04-12 18:50:00,4.07,4.07,-2.39
2011-04-12 18:51:00,3.85,3.85,-2.26
2011-04-12 18:52:00,3.56,3.56,-2.11
2011-04-12 18:53:00,3.62,3.62,-2.15
2011-04-12 18:54:00,4.13,4.13,-2.43
2011-04-12 18:55:00,4.26,4.26,-2.51
2011-04-12 18:56:00,4.59,4.59,-2.73
2011-04-12 18:57:00,5.09,5.09,
2011-04-12 18:58:00,4.88,4.88,-3.06
2011-04-12 18:59:00,4.7,4.7,-2.93
2011-04-12 19:00:00,4.7,4.7,-2.87
2011-04-12 19:01:00,4.56,4.56,-2.78
2011-04-12 19:02:00,5.24,5.24,
2011-04-12 19:03:00,4.64,4.64,-2.71
2011-04-12 19:04:00,4.65,4.65,-2.72
2011-04-12 19:05:00,3.81,3.81,
2011-04-12 19:06:00,4.06,4.06,-2.48
2011-04-12 19:07:00,3.95,3.95,-2.34
2011-04-12 19:08:00,3.58,3.58,-2.1
2011-04-12 19:09:00,3.38,3.38,
2011-04-12 19:10:00,1.17,1.17,-0.68
2011-04-12 19:11:00,3.96,3.96,-2.3
2011-04-12 19:12:00,4.34,4.34,
2011-04-12 19:13:00,4.27,4.27,-2.51
2011-04-12 19:14:00,4.41,4.41,-2.59
2011-04-12 19:15:00,4.1,4.1,-2.4
2011-04-12 19:16:00,4.17,4.17,-2.44
2011-04-12 19:17:00,5.12,5.12,-3.11
2011-04-12 19:18:00,5.44,5.44,-3.25
2011-04-12 19:19:00,5.46,5.46,-3.25
2011-04-12 19:20:00,5.52,5.52,-3.23
2011-04-12 19:21:00,5.4,5.4,-3.14
2011-04-12 19:22:00,5.57,5.57,-3.25
2011-04-12 19:23:00,5.51,5.51,-3.48
2011-04-12 19:24:00,5.97,5.97,-3.72
2011-04-12 19:25:00,6.14,6.14,-3.79
2011-04-12 19:26:00,5.32,5.32,-3.17
2011-04-12 19:27:00,5.37,5.37,-3.2
2011-04-12 19:28:00,5.55,5.55,-3.31
2011-04-12 19:29:00,5.46,5.46,-3.21
2011-04-12 19:30:00,5.6,5.6,-3.29
2011-04-12 19:31:00,,,
2011-04-12 19:32:00,4.74,4.74,
2011-04-12 19:33:00,,,
2011-04-12 19:34:00,5.0,5.0,
2011-04-12 19:35:00,5.0,5.0,
2011-04-12 19:36:00,,,
2011-04-12 19:37:00,5.12,5.12,
2011-04-12 19:38:00,5.12,5.12,
2011-04-12 19:39:00,,,
2011-04-12 19:40:00,4.96,4.96,
2011-04-12 19:41:00,4.96,4.96,
2011-04-12 19:42:00,,,
2011-04-12 19:43:00,4.6,4.6,-2.9
2011-04-12 19:44:00,,,
2011-04-12 19:45:00,,,
2011-04-12 19:46:00,5.0,5.0,
2011-04-12 19:47:00,,,
2011-04-12 19:48:00,,,
2011-04-12 19:49:00,4.8,4.8,
2011-04-12 19:50:00,,,
2011-04-12 19:51:00,4.77,4.77,
2011-04-12 19:52:00,4.77,4.77,
2011-04-12 19:53:00,,,
2011-04-12 19:54:00,4.52,4.52,
2011-04-12 19:55:00,5.0,5.0,-3.09
2011-04-12 19:56:00,4.58,4.58,-2.84
2011-04-12 19:57:00,2.39,2.39,-1.47
2011-04-12 19:58:00,4.28,4.28,-2.58
2011-04-12 19:59:00,3.32,3.32,-2.03
2011-04-12 20:00:00,3.6,3.6,-2.26
2011-04-12 20:01:00,2.8,2.8,-1.62
2011-04-12 20:02:00,2.37,2.37,-1.37
2011-04-12 20:03:00,1.81,1.81,-1.04
2011-04-12 20:04:00,3.01,3.01,-1.74
2011-04-12 20:05:00,0.82,0.82,-0.47
2011-04-12 20:06:00,-1.23,-1.23,
2011-04-12 20:07:00,-0.23,-0.23,
2011-04-12 20:08:00,-0.69,-0.69,
2011-04-12 20:09:00,-1.55,-1.55,
2011-04-12 20:10:00,,,
2011-04-12 20:11:00,,,
2011-04-12 20:12:00,,,
2011-04-12 20:13:00,,,
2011-04-12 20:14:00,,,
2011-04-12 20:15:00,,,
2011-04-12 20:16:00,,,
2011-04-12 20:17:00,,,
2011-04-12 20:18:00,,,
2011-04-12 20:19:00,,,
2011-04-12 20:20:00,,,
2011-04-12 20:21:00,,,
2011-04-12 20:22:00,,,
2011-04-12 20:23:00,,,
2011-04-12 20:24:00,,,
2011-04-12 20:25:00,,,
2011-04-12 20:26:00,,,
2011-04-12 20:27:00,,,
2011-04-12 20:28:00,,,
2011-04-12 20:29:00,,,
2011-04-12 20:30:00,,,
2011-04-12 20:31:00,,,
2011-04-12 20:32:00,,,
2011-04-12 20:33:00,,,
2011-04-12 20:34:00,,,
2011-04-12 20:35:00,,,
2011-04-12 20:36:00,,,
2011-04-12 20:37:00,,,
2011-04-12 20:38:00,,,
2011-04-12 20:39:00,,,
2011-04-12 20:40:00,,,
2011-04-12 20:41:00,,,
2011-04-12 20:42:00,,,
2011-04-12 20:43:00,,,
2011-04-12 20:44:00,,,
2011-04-12 20:45:00,,,
2011-04-12 20:46:00,,,
2011-04-12 20:47:00,,,
2011-04-12 20:48:00,,,
2011-04-12 20:49:00,,,
2011-04-12 20:50:00,,,
2011-04-12 20:51:00,,,
2011-04-12 20:52:00,,,
2011-04-12 20:53:00,,,
2011-04-12 20:54:00,,,
2011-04-12 20:55:00,,,
2011-04-12 20:56:00,,,
2011-04-12 20:57:00,,,
2011-04-12 20:58:00,,,
2011-04-12 20:59:00,,,
2011-04-12 21:00:00,,,
2011-04-12 21:01:00,,,
2011-04-12 21:02:00,,,
2011-04-12 21:03:00,,,
2011-04-12 21:04:00,,,
2011-04-12 21:05:00,,,
2011-04-12 21:06:00,,,
2011-04-12 21:07:00,,,
2011-04-12 21:08:00,,,
2011-04-12 21:09:00,,,
2011-04-12 21:10:00,,,
2011-04-12 21:11:00,,,
2011-04-12 21:12:00,,,
2011-04-12 21:13:00,,,
2011-04-12 21:14:00,,,
2011-04-12 21:15:00,,,
2011-04-12 21:16:00,,,
2011-04-12 21:17:00,,,
2011-04-12 21:18:00,,,
2011-04-12 21:19:00,,,
2011-04-12 21:20:00,,,
2011-04-12 21:21:00,,,
2011-04-12 21:22:00,,,
2011-04-12 21:23:00,,,
2011-04-12 21:24:00,,,
2011-04-12 21:25:00,,,
2011-04-12 21:26:00,,,
2011-04-12 21:27:00,,,
2011-04-12 21:28:00,,,
2011-04-12 21:29:00,,,
2011-04-12 21:30:00,,,
2011-04-12 21:31:00,,,
2011-04-12 21:32:00,,,
2011-04-12 21:33:00,,,
2011-04-12 21:34:00,,,
2011-04-12 21:35:00,,,
2011-04-12 21:36:00,,,
2011-04-12 21:37:00,,,
2011-04-12 21:38:00,,,
2011-04-12 21:39:00,,,
2011-04-12 21:40:00,,,
2011-04-12 21:41:00,,,
2011-04-12 21:42:00,,,
2011-04-12 21:43:00,,,
2011-04-12 21:44:00,,,
2011-04-12 21:45:00,,,
2011-04-12 21:46:00,,,
2011-04-12 21:47:00,,,
2011-04-12 21:48:00,,,
2011-04-12 21:49:00,,,
2011-04-12 21:50:00,,,
2011-04-12 21:51:00,,,
2011-04-12 21:52:00,,,
2011-04-12 21:53:00,,,
2011-04-12 21:54:00,,,
2011-04-12 21:55:00,,,
2011-04-12 21:56:00,,,
2011-04-12 21:57:00,,,
2011-04-12 21:58:00,,,
2011-04-12 21:59:00,,,
2011-04-12 22:00:00,,,
2011-04-12 22:01:00,,,
2011-04-12 22:02:00,,,
2011-04-12 22:03:00,,,
2011-04-12 22:04:00,,,
2011-04-12 22:05:00,,,
2011-04-12 22:06:00,,,
2011-04-12 22:07:00,,,
2011-04-12 22:08:00,,,
2011-04-12 22:09:00,,,
2011-04-12 22:10:00,,,
2011-04-12 22:11:00,,,
2011-04-12 22:12:00,,,
2011-04-12 22:13:00,,,
2011-04-12 22:14:00,,,
2011-04-12 22:15:00,,,
2011-04-12 22:16:00,,,
2011-04-12 22:17:00,,,
2011-04-12 22:18:00,,,
2011-04-12 22:19:00,,,
2011-04-12 22:20:00,,,
2011-04-12 22:21:00,,,
2011-04-12 22:22:00,,,
2011-04-12 22:23:00,,,
2011-04-12 22:24:00,,,
2011-04-12 22:25:00,,,
2011-04-12 22:26:00,,,
2011-04-12 22:27:00,,,
2011-04-12 22:28:00,,,
2011-04-12 22:29:00,,,
2011-04-12 22:30:00,,,
2011-04-12 22:31:00,,,
2011-04-12 22:32:00,,,
2011-04-12 22:33:00,,,
2011-04-12 22:34:00,,,
2011-04-12 22:35:00,,,
2011-04-12 22:36:00,,,
2011-04-12 22:37:00,,,
2011-04-12 22:38:00,,,
2011-04-12 22:39:00,,,
2011-04-12 22:40:00,,,
2011-04-12 22:41:00,,,
2011-04-12 22:42:00,,,
2011-04-12 22:43:00,,,
2011-04-12 22:44:00,,,
2011-04-12 22:45:00,,,
2011-04-12 22:46:00,,,
2011-04-12 22:47:00,,,
2011-04-12 22:48:00,,,
2011-04-12 22:49:00,,,
2011-04-12 22:50:00,,,
2011-04-12 22:51:00,,,
2011-04-12 22:52:00,,,
2011-04-12 22:53:00,,,
2011-04-12 22:54:00,,,
2011-04-12 22:55:00,,,
2011-04-12 22:56:00,,,
2011-04-12 22:57:00,,,
2011-04-12 22:58:00,,,
2011-04-12 22:59:00,,,
2011-04-12 23:00:00,,,
2011-04-12 23:01:00,,,
2011-04-12 23:02:00,,,
2011-04-12 23:03:00,,,
2011-04-12 23:04:00,,,
2011-04-12 23:05:00,,,
2011-04-12 23:06:00,,,
2011-04-12 23:07:00,,,
2011-04-12 23:08:00,,,
2011-04-12 23:09:00,,,
2011-04-12 23:10:00,,,
2011-04-12 23:11:00,,,
2011-04-12 23:12:00,,,
2011-04-12 23:13:00,,,
2011-04-12 23:14:00,,,
2011-04-12 23:15:00,,,
2011-04-12 23:16:00,,,
2011-04-12 23:17:00,,,
2011-04-12 23:18:00,,,
2011-04-12 23:19:00,,,
2011-04-12 23:20:00,,,
2011-04-12 23:21:00,,,
2011-04-12 23:22:00,,,
2011-04-12 23:23:00,,,
2011-04-12 23:24:00,,,
2011-04-12 23:25:00,,,
2011-04-12 23:26:00,,,
2011-04-12 23:27:00,,,
2011-04-12 23:28:00,,,
2011-04-12 23:29:00,,,
2011-04-12 23:30:00,,,
2011-04-12 23:31:00,,,
2011-04-12 23:32:00,,,
2011-04-12 23:33:00,,,
2011-04-12 23:34:00,,,
2011-04-12 23:35:00,,,
2011-04-12 23:36:00,,,
2011-04-12 23:37:00,,,
2011-04-12 23:38:00,,,
2011-04-12 23:39:00,,,
2011-04-12 23:40:00,,,
2011-04-12 23:41:00,,,
2011-04-12 23:42:00,,,
2011-04-12 23:43:00,,,
2011-04-12 23:44:00,,,
2011-04-12 23:45:00,,,
2011-04-12 23:46:00,,,
2011-04-12 23:47:00,,,
2011-04-12 23:48:00,,,
2011-04-12 23:49:00,,,
2011-04-12 23:50:00,,,
2011-04-12 23:51:00,,,
2011-04-12 23:52:00,,,
2011-04-12 23:53:00,,,
2011-04-12 23:54:00,,,
2011-04-12 23:55:00,,,
2011-04-12 23:56:00,,,
2011-04-12 23:57:00,,,
2011-04-12 23:58:00,,,
2011-04-12 23:59:00,,,
2011-04-13 00:00:00,,,
